system   D            wsystem.c:583  maybe_parent_dir                 [   0.00027] Also searching D:\dev\alx\prj\VS12\
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.10918] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.10950] added dtor for object 00756E18, func 54F62581
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.10970] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.10971] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11005] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11006] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11007] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11008] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11008] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11009] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11009] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11010] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11011] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.11011] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.11012] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.11013] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.11013] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.11043] added dtor for object 00757B68, func 54F62581
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.11063] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.11064] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11095] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11096] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11097] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11097] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11098] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11099] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11099] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11100] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11101] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.11101] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.11102] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.11103] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.11103] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.11129] added dtor for object 00758978, func 54F62581
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.11147] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.11148] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11178] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11179] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11179] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11180] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11181] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11181] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11182] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11183] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11183] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.11184] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.11185] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.11185] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.11186] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.11211] added dtor for object 007596C8, func 54F62581
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.11230] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.11231] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11261] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11262] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11262] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11263] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11264] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11264] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11265] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11266] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11266] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.11267] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.11267] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.11268] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.11269] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.11294] added dtor for object 0075A558, func 54F62581
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.11311] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.11312] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11343] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11344] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11345] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11345] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11346] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11347] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11347] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11348] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11348] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.11349] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.11350] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.11350] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.11351] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.11379] added dtor for object 0075B368, func 54F62581
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.11397] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.11398] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11425] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11426] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11427] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11427] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11428] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11429] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11429] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11430] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11430] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.11431] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.11432] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.11432] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.11433] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.11454] added dtor for object 0075C238, func 54F62581
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.11472] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.11473] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11500] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11501] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11502] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11502] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11503] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11503] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11504] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11505] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11505] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.11506] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.11506] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.11507] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.11508] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.11527] added dtor for object 0075CF88, func 54F62581
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.11544] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.11545] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11573] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11573] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11574] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11575] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11576] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11576] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11577] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11577] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11578] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.11579] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.11579] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.11580] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.11581] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.11597] added dtor for object 0075DCD8, func 54F62581
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.11612] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.11613] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11639] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11640] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11641] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11641] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11642] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11642] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11643] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11644] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11644] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.11645] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.11646] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.11646] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.11647] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.11664] added dtor for object 0075EAE8, func 54F62581
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.11679] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.11680] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11706] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11707] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11708] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11709] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11709] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11710] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11710] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11711] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11712] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.11712] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.11713] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.11714] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.11714] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.11729] added dtor for object 0075F838, func 54F62581
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.11743] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.11744] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11775] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11776] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11777] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11778] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11778] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11779] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11779] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11780] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11781] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.11781] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.11782] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.11783] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.11783] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.11798] added dtor for object 00760588, func 54F62581
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.11813] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.11815] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11848] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11849] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11849] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11850] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11851] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11851] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11852] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11853] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11853] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.11854] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.11854] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.11855] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.11856] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.11870] added dtor for object 00761398, func 54F62581
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.11887] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.11888] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11928] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11929] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11929] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11930] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11931] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11931] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11932] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11933] Fake format
d3d      D         d3d_disp.cpp:1165 real_choose_bitmap_format        [   0.11933] Fake format
d3d      D         d3d_disp.cpp:1173 real_choose_bitmap_format        [   0.11934] Alpha doesn't match
d3d      D         d3d_disp.cpp:1180 real_choose_bitmap_format        [   0.11934] Adapter format is 23
d3d      D         d3d_disp.cpp:1183 real_choose_bitmap_format        [   0.11935] Found a format
d3d      I         d3d_disp.cpp:2289 _al_d3d_create_bitmap            [   0.11936] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.11946] added dtor for object 007620E8, func 54F62581
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.11962] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.11963] _al_d3d_sync_bitmap (video) ref count == 1
win_dialog D         win_dialog.c:540  _al_open_native_text_log         [   0.12145] Register text log class
win_dialog D         win_dialog.c:561  _al_open_native_text_log         [   0.12151] Load rich edit module
system   D            wsystem.c:583  maybe_parent_dir                 [   0.12159] Also searching D:\dev\alx\prj\VS12\
system   D            wsystem.c:633  _al_win_safe_load_library        [   0.12169] PathFindOnPath found: C:\Windows\system32\msftedit.dll
system   D            wsystem.c:544  load_library_at_path             [   0.12170] Calling LoadLibrary C:\Windows\system32\msftedit.dll
system   I            wsystem.c:547  load_library_at_path             [   0.12237] Loaded C:\Windows\system32\msftedit.dll
win_dialog D         win_dialog.c:586  _al_open_native_text_log         [   0.12241] wlog_count = 1
dtor     D               dtor.c:184  _al_register_destructor          [   0.15292] added dtor for object 007675B0, func 54F61C03
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.19068] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.19070] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.19093] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.19094] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.19113] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.19114] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.19132] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.19133] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.19148] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.19149] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.19165] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.19166] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.19183] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.19184] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.19201] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.19202] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.19220] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.19221] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.19238] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.19239] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.19259] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.19260] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.19284] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.19285] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.19307] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.19308] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.19326] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.19327] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.19344] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.19345] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.19362] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.19363] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.19381] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.19382] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.19398] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.19399] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.19416] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.19417] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.19431] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.19432] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.19450] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.19451] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.19463] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.19464] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.19477] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.19478] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.19492] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.19493] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:455  _al_d3d_sync_bitmap              [   0.19505] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:460  _al_d3d_sync_bitmap              [   0.19506] _al_d3d_sync_bitmap (video) ref count == 1
